ID	YearClass	SamplingDayNumber	Current	ThreeStocks	YearClassStock	FL	Weight	Prefecture	Age	BirthDay	Subpop	Latitude	Longitude
A0274	2019	136 	Tsushima	TWC	2019T	44.04	1.12	Shimane	50	86	S142	35.081	131.586
A0275	2019	136 	Tsushima	TWC	2019T	40.40	0.83	Shimane	46	90	S142	35.081	131.586
A0276	2019	136 	Tsushima	TWC	2019T	45.84	1.04	Shimane	51	85	S142	35.081	131.586
A0277	2019	136 	Tsushima	TWC	2019T	47.32	1.23	Shimane	53	83	S142	35.081	131.586
A0278	2019	134 	Tsushima	TWC	2019T	33.65	0.44	Shimane	40	94	S121	35.088	132.093
A0279	2019	134 	Tsushima	TWC	2019T	38.76	0.70	Shimane	45	89	S121	35.088	132.093
A0280	2019	134 	Tsushima	TWC	2019T	43.48	1.02	Shimane	49	85	S121	35.088	132.093
A0281	2019	134 	Tsushima	TWC	2019T	38.99	0.47	Shimane	45	89	S121	35.088	132.093
A0282	2019	134 	Tsushima	TWC	2019T	47.89	1.35	Shimane	53	81	S121	35.088	132.093
A0283	2019	134 	Tsushima	TWC	2019T	39.77	0.67	Shimane	46	88	S121	35.088	132.093
A0284	2019	134 	Tsushima	TWC	2019T	26.85	0.25	Shimane	35	99	S121	35.088	132.093
A0285	2019	134 	Tsushima	TWC	2019T	37.61	0.73	Shimane	44	90	S121	35.088	132.093
A0286	2019	134 	Tsushima	TWC	2019T	26.67	0.24	Shimane	35	99	S121	35.088	132.093
A0287	2019	134 	Tsushima	TWC	2019T	24.51	0.19	Shimane	33	101	S121	35.088	132.093
A0289	2019	134 	Tsushima	TWC	2019T	35.45	0.58	Shimane	42	92	S121	35.088	132.093
A0290	2019	134 	Tsushima	TWC	2019T	22.54	0.15	Shimane	31	103	S121	35.088	132.093
A0291	2019	134 	Tsushima	TWC	2019T	37.68	0.73	Shimane	44	90	S121	35.088	132.093
A0292	2019	134 	Tsushima	TWC	2019T	23.22	0.16	Shimane	32	102	S121	35.088	132.093
A0293	2019	134 	Tsushima	TWC	2019T	25.45	0.21	Shimane	34	100	S121	35.088	132.093
A0294	2019	134 	Tsushima	TWC	2019T	27.86	0.27	Shimane	36	98	S121	35.088	132.093
A0295	2019	134 	Tsushima	TWC	2019T	42.67	0.91	Shimane	48	86	S121	35.088	132.093
A0296	2019	134 	Tsushima	TWC	2019T	37.88	0.63	Shimane	44	90	S121	35.088	132.093
A0297	2019	136 	Tsushima	TWC	2019T	24.63	0.18	Shimane	33	103	S131	34.872	131.822
A0298	2019	136 	Tsushima	TWC	2019T	27.53	0.29	Shimane	35	101	S131	34.872	131.822
A0299	2019	136 	Tsushima	TWC	2019T	22.33	0.14	Shimane	31	105	S131	34.872	131.822
A0300	2019	136 	Tsushima	TWC	2019T	23.62	0.15	Shimane	32	104	S131	34.872	131.822
A0301	2019	136 	Tsushima	TWC	2019T	22.75	0.18	Shimane	31	105	S131	34.872	131.822
A0302	2019	136 	Tsushima	TWC	2019T	19.60	0.10	Shimane	29	107	S131	34.872	131.822
A0303	2019	136 	Tsushima	TWC	2019T	27.36	0.28	Shimane	35	101	S131	34.872	131.822
A0304	2019	136 	Tsushima	TWC	2019T	23.89	0.20	Shimane	32	104	S131	34.872	131.822
A0305	2019	136 	Tsushima	TWC	2019T	25.57	0.27	Shimane	34	102	S131	34.872	131.822
A0306	2019	136 	Tsushima	TWC	2019T	28.40	0.23	Shimane	36	100	S131	34.872	131.822
A0307	2019	136 	Tsushima	TWC	2019T	25.35	0.19	Shimane	34	102	S132	35.083	131.833
A0308	2019	136 	Tsushima	TWC	2019T	25.32	0.18	Shimane	34	102	S132	35.083	131.833
A0309	2019	136 	Tsushima	TWC	2019T	29.38	0.31	Shimane	37	99	S132	35.083	131.833
A0310	2019	136 	Tsushima	TWC	2019T	27.30	0.28	Shimane	35	101	S132	35.083	131.833
A0311	2019	136 	Tsushima	TWC	2019T	31.90	0.40	Shimane	39	97	S132	35.083	131.833
A0312	2019	136 	Tsushima	TWC	2019T	31.06	0.41	Shimane	38	98	S132	35.083	131.833
A0313	2019	136 	Tsushima	TWC	2019T	25.70	0.23	Shimane	34	102	S132	35.083	131.833
A0314	2019	136 	Tsushima	TWC	2019T	34.53	0.49	Shimane	41	95	S132	35.083	131.833
A0315	2019	136 	Tsushima	TWC	2019T	30.39	0.36	Shimane	38	98	S132	35.083	131.833
A0316	2019	136 	Tsushima	TWC	2019T	29.06	0.30	Shimane	37	99	S132	35.083	131.833
A0317	2019	136 	Tsushima	TWC	2019T	30.50	0.33	Shimane	38	98	S132	35.083	131.833
A0318	2019	136 	Tsushima	TWC	2019T	30.19	0.35	Shimane	38	98	S132	35.083	131.833
A0319	2019	136 	Tsushima	TWC	2019T	23.32	0.16	Shimane	32	104	S132	35.083	131.833
A0320	2019	136 	Tsushima	TWC	2019T	30.89	0.38	Shimane	38	98	S132	35.083	131.833
A0321	2019	136 	Tsushima	TWC	2019T	31.95	0.48	Shimane	39	97	S132	35.083	131.833
A0322	2019	136 	Tsushima	TWC	2019T	35.50	0.52	Shimane	42	94	S132	35.083	131.833
A0323	2019	136 	Tsushima	TWC	2019T	35.10	0.53	Shimane	42	94	S132	35.083	131.833
A0324	2019	136 	Tsushima	TWC	2019T	33.35	0.44	Shimane	40	96	S132	35.083	131.833
A0325	2019	136 	Tsushima	TWC	2019T	34.97	0.57	Shimane	42	94	S132	35.083	131.833
A0326	2019	136 	Tsushima	TWC	2019T	33.71	0.47	Shimane	41	95	S132	35.083	131.833
A0327	2019	136 	Tsushima	TWC	2019T	48.72	1.52	Shimane	54	82	S132	35.083	131.833
A0328	2019	136 	Tsushima	TWC	2019T	39.67	0.93	Shimane	46	90	S132	35.083	131.833
A0329	2019	136 	Tsushima	TWC	2019T	55.96	2.21	Shimane	61	75	S132	35.083	131.833
A0330	2019	136 	Tsushima	TWC	2019T	55.77	2.20	Shimane	61	75	S132	35.083	131.833
A0331	2019	136 	Tsushima	TWC	2019T	39.68	0.75	Shimane	46	90	S132	35.083	131.833
A0332	2019	136 	Tsushima	TWC	2019T	43.42	1.01	Shimane	49	87	S132	35.083	131.833
A0333	2019	136 	Tsushima	TWC	2019T	55.00	2.11	Shimane	60	76	S132	35.083	131.833
A0334	2019	136 	Tsushima	TWC	2019T	49.46	1.58	Shimane	55	81	S132	35.083	131.833
A0335	2019	136 	Tsushima	TWC	2019T	34.56	0.49	Shimane	41	95	S132	35.083	131.833
A0336	2019	136 	Tsushima	TWC	2019T	49.26	1.38	Shimane	55	81	S132	35.083	131.833
A0337	2019	154 	Tsushima	TWC	2019T	20.21	0.11	Shimane	29	125	S111_2	35.176	132.328
A0338	2019	154 	Tsushima	TWC	2019T	22.89	0.18	Shimane	32	122	S111_2	35.176	132.328
A0339	2019	154 	Tsushima	TWC	2019T	20.67	0.15	Shimane	30	124	S111_2	35.176	132.328
A0340	2019	235 	Kuroshio	PAJ	2019K	124.90	27.15	Ehime	163	72	Uwakai	33.250	132.417
A0341	2019	235 	Kuroshio	PAJ	2019K	118.30	24.16	Ehime	149	86	Uwakai	33.250	132.417
A0342	2019	235 	Kuroshio	PAJ	2019K	116.00	19.53	Ehime	144	91	Uwakai	33.250	132.417
A0343	2019	235 	Kuroshio	PAJ	2019K	127.36	27.11	Ehime	169	66	Uwakai	33.250	132.417
A0344	2019	235 	Kuroshio	PAJ	2019K	120.85	22.67	Ehime	154	81	Uwakai	33.250	132.417
A0345	2019	235 	Kuroshio	PAJ	2019K	119.39	23.81	Ehime	151	84	Uwakai	33.250	132.417
A0346	2019	235 	Kuroshio	PAJ	2019K	117.05	20.76	Ehime	146	89	Uwakai	33.250	132.417
A0347	2019	235 	Kuroshio	PAJ	2019K	113.22	20.27	Ehime	139	96	Uwakai	33.250	132.417
A0348	2019	235 	Kuroshio	PAJ	2019K	121.05	24.34	Ehime	154	81	Uwakai	33.250	132.417
A0349	2019	235 	Kuroshio	PAJ	2019K	107.71	18.60	Ehime	129	106	Uwakai	33.250	132.417
A0350	2019	235 	Kuroshio	PAJ	2019K	127.29	31.93	Ehime	168	67	Uwakai	33.250	132.417
A0351	2019	235 	Kuroshio	PAJ	2019K	120.13	22.71	Ehime	152	83	Uwakai	33.250	132.417
A0352	2019	235 	Kuroshio	PAJ	2019K	121.70	25.17	Ehime	156	79	Uwakai	33.250	132.417
A0353	2019	235 	Kuroshio	PAJ	2019K	113.36	20.37	Ehime	139	96	Uwakai	33.250	132.417
A0354	2019	235 	Kuroshio	PAJ	2019K	111.46	20.59	Ehime	135	100	Uwakai	33.250	132.417
A0355	2019	235 	Kuroshio	PAJ	2019K	114.89	22.38	Ehime	142	93	Uwakai	33.250	132.417
A0356	2019	235 	Kuroshio	PAJ	2019K	116.34	21.23	Ehime	145	90	Uwakai	33.250	132.417
A0357	2019	235 	Kuroshio	PAJ	2019K	113.87	20.32	Ehime	140	95	Uwakai	33.250	132.417
A0358	2019	235 	Kuroshio	PAJ	2019K	124.91	26.36	Ehime	163	72	Uwakai	33.250	132.417
A0359	2019	235 	Kuroshio	PAJ	2019K	137.82	36.83	Ehime	196	39	Uwakai	33.250	132.417
A0360	2019	198 	Kuroshio	PAJ	2019K	140.44	34.38	Ibaraki	NA	NA	Ibarakimaru	35.821	140.982
A0361	2019	198 	Kuroshio	PAJ	2019K	151.31	41.96	Ibaraki	NA	NA	Ibarakimaru	35.821	140.982
A0362	2019	198 	Kuroshio	PAJ	2019K	144.64	33.26	Ibaraki	NA	NA	Ibarakimaru	35.821	140.982
A0363	2019	198 	Kuroshio	PAJ	2019K	125.37	22.03	Ibaraki	164	34	Ibarakimaru	35.821	140.982
A0364	2019	198 	Kuroshio	PAJ	2019K	140.36	36.05	Ibaraki	NA	NA	Ibarakimaru	35.821	140.982
A0365	2019	198 	Kuroshio	PAJ	2019K	135.60	29.34	Ibaraki	190	8	Ibarakimaru	35.821	140.982
A0366	2019	198 	Kuroshio	PAJ	2019K	131.64	27.23	Ibaraki	179	19	Ibarakimaru	35.821	140.982
A0367	2019	198 	Kuroshio	PAJ	2019K	133.75	28.53	Ibaraki	185	13	Ibarakimaru	35.821	140.982
A0368	2019	198 	Kuroshio	PAJ	2019K	135.60	31.23	Ibaraki	190	8	Ibarakimaru	35.821	140.982
A0369	2019	198 	Kuroshio	PAJ	2019K	137.12	31.24	Ibaraki	194	4	Ibarakimaru	35.821	140.982
A0370	2019	198 	Kuroshio	PAJ	2019K	149.95	43.11	Ibaraki	NA	NA	Ibarakimaru	35.821	140.982
A0371	2019	198 	Kuroshio	PAJ	2019K	117.55	18.99	Ibaraki	147	51	Ibarakimaru	35.821	140.982
A0372	2019	198 	Kuroshio	PAJ	2019K	140.86	33.10	Ibaraki	NA	NA	Ibarakimaru	35.821	140.982
A0373	2019	198 	Kuroshio	PAJ	2019K	147.15	37.44	Ibaraki	NA	NA	Ibarakimaru	35.821	140.982
A0374	2019	198 	Kuroshio	PAJ	2019K	151.31	41.34	Ibaraki	NA	NA	Ibarakimaru	35.821	140.982
A0375	2019	198 	Kuroshio	PAJ	2019K	137.57	30.60	Ibaraki	196	2	Ibarakimaru	35.821	140.982
A0376	2019	198 	Kuroshio	PAJ	2019K	137.43	30.19	Ibaraki	195	3	Ibarakimaru	35.821	140.982
A0377	2019	198 	Kuroshio	PAJ	2019K	140.18	30.65	Ibaraki	NA	NA	Ibarakimaru	35.821	140.982
A0378	2019	198 	Kuroshio	PAJ	2019K	140.54	30.38	Ibaraki	NA	NA	Ibarakimaru	35.821	140.982
A0379	2019	198 	Kuroshio	PAJ	2019K	135.94	29.35	Ibaraki	191	7	Ibarakimaru	35.821	140.982
A0380	2019	239 	Kuroshio	PAJ	2019K	127.23	28.34	Oita	168	71	Motosaru	32.786	131.958
A0381	2019	239 	Kuroshio	PAJ	2019K	118.23	19.47	Oita	148	91	Motosaru	32.786	131.958
A0382	2019	239 	Kuroshio	PAJ	2019K	115.65	18.73	Oita	143	96	Motosaru	32.786	131.958
A0383	2019	239 	Kuroshio	PAJ	2019K	116.89	22.60	Oita	146	93	Motosaru	32.786	131.958
A0385	2019	239 	Kuroshio	PAJ	2019K	120.57	24.34	Oita	153	86	Motosaru	32.786	131.958
A0386	2019	239 	Kuroshio	PAJ	2019K	119.01	25.30	Oita	150	89	Motosaru	32.786	131.958
A0387	2019	239 	Kuroshio	PAJ	2019K	131.75	31.58	Oita	179	60	Motosaru	32.786	131.958
A0388	2019	239 	Kuroshio	PAJ	2019K	114.25	21.94	Oita	141	98	Motosaru	32.786	131.958
A0389	2019	239 	Kuroshio	PAJ	2019K	105.93	15.78	Oita	126	113	Motosaru	32.786	131.958
A0390	2019	251 	Kuroshio	PAJ	2019K	90.40	10.07	Oita	102	149	Tsukumi	33.145	132.001
A0391	2019	251 	Kuroshio	PAJ	2019K	105.18	14.43	Oita	124	127	Tsukumi	33.145	132.001
A0392	2019	251 	Kuroshio	PAJ	2019K	92.25	10.22	Oita	105	146	Tsukumi	33.145	132.001
A0393	2019	251 	Kuroshio	PAJ	2019K	81.95	6.37	Oita	91	160	Tsukumi	33.145	132.001
A0394	2019	251 	Kuroshio	PAJ	2019K	109.63	17.67	Oita	132	119	Tsukumi	33.145	132.001
A0395	2019	251 	Kuroshio	PAJ	2019K	118.32	20.78	Oita	149	102	Tsukumi	33.145	132.001
A0396	2019	251 	Kuroshio	PAJ	2019K	96.81	10.79	Oita	111	140	Tsukumi	33.145	132.001
A0397	2019	251 	Kuroshio	PAJ	2019K	91.72	9.49	Oita	104	147	Tsukumi	33.145	132.001
A0398	2019	251 	Kuroshio	PAJ	2019K	92.56	10.61	Oita	105	146	Tsukumi	33.145	132.001
A0399	2019	251 	Kuroshio	PAJ	2019K	112.87	17.35	Oita	138	113	Tsukumi	33.145	132.001
A0400	2019	239 	Kuroshio	PAJ	2019K	136.36	27.52	Kochi	192	47	Murotosakihama	33.402	134.287
A0401	2019	239 	Kuroshio	PAJ	2019K	130.65	28.21	Kochi	177	62	Murotosakihama	33.402	134.287
A0402	2019	239 	Kuroshio	PAJ	2019K	136.96	36.11	Kochi	194	45	Murotosakihama	33.402	134.287
A0403	2019	239 	Kuroshio	PAJ	2019K	133.45	29.29	Kochi	184	55	Murotosakihama	33.402	134.287
A0404	2019	239 	Kuroshio	PAJ	2019K	129.99	25.81	Kochi	175	64	Murotosakihama	33.402	134.287
A0405	2019	239 	Kuroshio	PAJ	2019K	127.17	26.25	Kochi	168	71	Murotosakihama	33.402	134.287
A0406	2019	239 	Kuroshio	PAJ	2019K	133.05	30.16	Kochi	183	56	Murotosakihama	33.402	134.287
A0407	2019	239 	Kuroshio	PAJ	2019K	134.40	30.32	Kochi	187	52	Murotosakihama	33.402	134.287
A0408	2019	239 	Kuroshio	PAJ	2019K	134.91	32.99	Kochi	188	51	Murotosakihama	33.402	134.287
A0409	2019	239 	Kuroshio	PAJ	2019K	127.14	25.19	Kochi	168	71	Murotosakihama	33.402	134.287
A0410	2019	239 	Kuroshio	PAJ	2019K	122.67	22.85	Kochi	158	81	Murotosakihama	33.402	134.287
A0411	2019	239 	Kuroshio	PAJ	2019K	125.83	23.71	Kochi	165	74	Murotosakihama	33.402	134.287
A0412	2019	239 	Kuroshio	PAJ	2019K	133.79	30.71	Kochi	185	54	Murotosakihama	33.402	134.287
A0413	2019	239 	Kuroshio	PAJ	2019K	129.23	31.21	Kochi	173	66	Murotosakihama	33.402	134.287
A0414	2019	239 	Kuroshio	PAJ	2019K	136.59	29.68	Kochi	193	46	Murotosakihama	33.402	134.287
A0415	2019	239 	Kuroshio	PAJ	2019K	128.66	28.02	Kochi	172	67	Murotosakihama	33.402	134.287
A0416	2019	239 	Kuroshio	PAJ	2019K	133.82	31.46	Kochi	185	54	Murotosakihama	33.402	134.287
A0417	2019	239 	Kuroshio	PAJ	2019K	128.65	25.74	Kochi	172	67	Murotosakihama	33.402	134.287
A0418	2019	239 	Kuroshio	PAJ	2019K	121.78	24.53	Kochi	156	83	Murotosakihama	33.402	134.287
A0419	2019	239 	Kuroshio	PAJ	2019K	136.38	32.42	Kochi	192	47	Murotosakihama	33.402	134.287
A0420	2019	246 	Tsushima	TWC	2019T	70.77	5.12	Toyama	77	169	Shinminato	36.809	137.101
A0421	2019	246 	Tsushima	TWC	2019T	69.59	4.44	Toyama	76	170	Shinminato	36.809	137.101
A0422	2019	246 	Tsushima	TWC	2019T	84.18	7.56	Toyama	93	153	Shinminato	36.809	137.101
A0423	2019	246 	Tsushima	TWC	2019T	79.28	6.52	Toyama	87	159	Shinminato	36.809	137.101
A0424	2019	246 	Tsushima	TWC	2019T	74.71	4.72	Toyama	82	164	Shinminato	36.809	137.101
A0425	2019	246 	Tsushima	TWC	2019T	70.91	4.02	Toyama	77	169	Shinminato	36.809	137.101
A0426	2019	246 	Tsushima	TWC	2019T	65.53	3.57	Toyama	71	175	Shinminato	36.809	137.101
A0427	2019	246 	Tsushima	TWC	2019T	69.51	4.27	Toyama	76	170	Shinminato	36.809	137.101
A0428	2019	246 	Tsushima	TWC	2019T	72.15	4.48	Toyama	79	167	Shinminato	36.809	137.101
A0429	2019	246 	Tsushima	TWC	2019T	68.02	3.28	Toyama	74	172	Shinminato	36.809	137.101
A0430	2019	246 	Tsushima	TWC	2019T	81.40	7.06	Toyama	90	156	Shinminato	36.809	137.101
A0431	2019	246 	Tsushima	TWC	2019T	72.35	5.02	Toyama	79	167	Shinminato	36.809	137.101
A0432	2019	246 	Tsushima	TWC	2019T	70.15	4.30	Toyama	76	170	Shinminato	36.809	137.101
A0433	2019	246 	Tsushima	TWC	2019T	61.88	2.91	Toyama	67	179	Shinminato	36.809	137.101
A0434	2019	246 	Tsushima	TWC	2019T	75.48	4.32	Toyama	83	163	Shinminato	36.809	137.101
A0435	2019	246 	Tsushima	TWC	2019T	71.18	4.81	Toyama	78	168	Shinminato	36.809	137.101
A0436	2019	246 	Tsushima	TWC	2019T	69.64	4.06	Toyama	76	170	Shinminato	36.809	137.101
A0437	2019	246 	Tsushima	TWC	2019T	69.15	4.57	Toyama	75	171	Shinminato	36.809	137.101
A0438	2019	246 	Tsushima	TWC	2019T	75.35	5.34	Toyama	82	164	Shinminato	36.809	137.101
A0439	2019	246 	Tsushima	TWC	2019T	67.94	4.35	Toyama	74	172	Shinminato	36.809	137.101
A0440	2019	246 	Tsushima	TWC	2019T	73.23	5.65	Toyama	80	166	Shinminato	36.809	137.101
A0441	2019	246 	Tsushima	TWC	2019T	67.63	4.12	Toyama	74	172	Shinminato	36.809	137.101
A0442	2019	246 	Tsushima	TWC	2019T	64.09	3.27	Toyama	70	176	Shinminato	36.809	137.101
A0443	2019	246 	Tsushima	TWC	2019T	69.42	3.43	Toyama	76	170	Shinminato	36.809	137.101
A0444	2019	246 	Tsushima	TWC	2019T	77.34	5.76	Toyama	85	161	Shinminato	36.809	137.101
A0445	2019	246 	Tsushima	TWC	2019T	70.63	4.25	Toyama	77	169	Shinminato	36.809	137.101
A0446	2019	246 	Tsushima	TWC	2019T	79.87	6.91	Toyama	88	158	Shinminato	36.809	137.101
A0447	2019	246 	Tsushima	TWC	2019T	84.59	7.54	Toyama	94	152	Shinminato	36.809	137.101
A0448	2019	246 	Tsushima	TWC	2019T	84.44	7.40	Toyama	94	152	Shinminato	36.809	137.101
A0449	2019	246 	Tsushima	TWC	2019T	73.33	4.18	Toyama	80	166	Shinminato	36.809	137.101
A0450	2019	246 	Tsushima	TWC	2019T	74.56	5.81	Toyama	82	164	Shinminato	36.809	137.101
A0451	2019	246 	Tsushima	TWC	2019T	62.26	2.83	Toyama	68	178	Shinminato	36.809	137.101
A0452	2019	246 	Tsushima	TWC	2019T	81.30	6.97	Toyama	90	156	Shinminato	36.809	137.101
A0453	2019	246 	Tsushima	TWC	2019T	75.63	5.61	Toyama	83	163	Shinminato	36.809	137.101
A0454	2019	246 	Tsushima	TWC	2019T	68.51	3.81	Toyama	75	171	Shinminato	36.809	137.101
A0455	2019	246 	Tsushima	TWC	2019T	68.61	4.08	Toyama	75	171	Shinminato	36.809	137.101
A0456	2019	246 	Tsushima	TWC	2019T	77.62	5.87	Toyama	85	161	Shinminato	36.809	137.101
A0457	2019	246 	Tsushima	TWC	2019T	69.63	3.96	Toyama	76	170	Shinminato	36.809	137.101
A0458	2019	246 	Tsushima	TWC	2019T	69.20	4.40	Toyama	75	171	Shinminato	36.809	137.101
A0460	2019	246 	Tsushima	TWC	2019T	69.64	3.92	Toyama	76	170	Shinminato	36.809	137.101
A0461	2019	235 	Kuroshio	PAJ	2019K	161.18	47.60	Miyagi	NA	NA	Sinami	38.249	141.482
A0462	2019	235 	Kuroshio	PAJ	2019K	155.28	48.01	Miyagi	NA	NA	Sinami	38.249	141.482
A0463	2019	235 	Kuroshio	PAJ	2019K	147.12	40.70	Miyagi	NA	NA	Sinami	38.249	141.482
A0464	2019	235 	Kuroshio	PAJ	2019K	162.27	55.60	Miyagi	NA	NA	Sinami	38.249	141.482
A0465	2019	235 	Kuroshio	PAJ	2019K	149.11	39.48	Miyagi	NA	NA	Sinami	38.249	141.482
A0466	2019	254 	Tsushima	TWC	2019T	81.15	6.23	Akita	90	164	Oga	39.866	139.793
A0467	2019	254 	Tsushima	TWC	2019T	83.73	6.84	Akita	93	161	Oga	39.866	139.793
A0468	2019	269 	Kuroshio	PAJ	2019K	57.15	2.08	Miyagi	62	207	Kinkazan	38.298	141.619
A0469	2019	269 	Kuroshio	PAJ	2019K	58.00	2.15	Miyagi	63	206	Kinkazan	38.298	141.619
A0470	2019	269 	Kuroshio	PAJ	2019K	85.92	8.40	Miyagi	96	173	Kinkazan	38.298	141.619
A0471	2019	269 	Kuroshio	PAJ	2019K	94.82	11.01	Miyagi	108	161	Kinkazan	38.298	141.619
A0472	2019	269 	Kuroshio	PAJ	2019K	95.87	11.10	Miyagi	110	159	Kinkazan	38.298	141.619
A0473	2019	269 	Kuroshio	PAJ	2019K	139.25	35.45	Miyagi	201	68	Mitsuishi	38.286	141.408
A0474	2019	269 	Kuroshio	PAJ	2019K	121.29	24.23	Miyagi	155	114	Mitsuishi	38.286	141.408
A0475	2019	269 	Kuroshio	PAJ	2019K	104.39	15.00	Miyagi	123	146	Mitsuishi	38.286	141.408
A0476	2019	269 	Kuroshio	PAJ	2019K	102.99	14.68	Miyagi	121	148	Mitsuishi	38.286	141.408
A0477	2019	247 	Tsushima	TWC	2019T	82.54	6.64	Nagasaki	91	156	stNJS10	39.000	137.350
A0478	2019	244 	Tsushima	TWC	2019T	129.20	26.42	Nagasaki	173	71	Yokomaru	34.498	130.416
A0479	2019	244 	Tsushima	TWC	2019T	138.03	31.46	Nagasaki	197	47	Yokomaru	34.498	130.416
A0480	2019	165 	Tsushima	TWC	2019T	41.76	0.95	Yamaguchi	48	117	Kaiseimaru	34.501	131.195
A0481	2019	244 	Tsushima	TWC	2019T	113.70	15.93	Nagasaki	140	104	MT12	34.498	130.416
A0482	2019	244 	Tsushima	TWC	2019T	117.64	17.80	Nagasaki	147	97	MT12	34.498	130.416
A0483	2019	244 	Tsushima	TWC	2019T	215.61	130.42	Nagasaki	NA	NA	MT12	34.498	130.416
A0484	2019	244 	Tsushima	TWC	2019T	204.82	112.58	Nagasaki	NA	NA	MT12	34.498	130.416
A0485	2019	244 	Tsushima	TWC	2019T	209.62	125.21	Nagasaki	NA	NA	MT12	34.498	130.416
A0486	2019	244 	Tsushima	TWC	2019T	201.73	111.38	Nagasaki	NA	NA	MT12	34.498	130.416
A0487	2019	244 	Tsushima	TWC	2019T	210.40	110.02	Nagasaki	NA	NA	MT12	34.498	130.416
A0488	2019	243 	Tsushima	TWC	2019T	184.12	83.50	Nagasaki	NA	NA	Yuyawan	34.393	130.906
A0489	2019	243 	Tsushima	TWC	2019T	190.44	93.01	Nagasaki	NA	NA	Yuyawan	34.393	130.906
A0490	2019	243 	Tsushima	TWC	2019T	184.92	89.03	Nagasaki	NA	NA	Yuyawan	34.393	130.906
A0491	2019	243 	Tsushima	TWC	2019T	170.52	67.28	Nagasaki	NA	NA	Yuyawan	34.393	130.906
A0492	2019	243 	Tsushima	TWC	2019T	186.95	88.57	Nagasaki	NA	NA	Yuyawan	34.393	130.906
A0493	2019	243 	Tsushima	TWC	2019T	188.85	92.05	Nagasaki	NA	NA	Yuyawan	34.393	130.906
A0494	2019	243 	Tsushima	TWC	2019T	187.05	91.08	Nagasaki	NA	NA	Yuyawan	34.393	130.906
A0495	2019	243 	Tsushima	TWC	2019T	191.56	100.14	Nagasaki	NA	NA	Yuyawan	34.393	130.906
A0496	2019	243 	Tsushima	TWC	2019T	183.02	87.25	Nagasaki	NA	NA	Yuyawan	34.393	130.906
A0497	2019	243 	Tsushima	TWC	2019T	188.74	94.72	Nagasaki	NA	NA	Yuyawan	34.393	130.906
A0499	2019	243 	Tsushima	TWC	2019T	82.95	6.30	Nagasaki	92	151	stNJS20	38.500	138.150
A0500	2019	243 	Tsushima	TWC	2019T	76.43	4.73	Nagasaki	84	159	stNJS20	38.500	138.150
A0501	2019	243 	Tsushima	TWC	2019T	69.76	3.91	Nagasaki	76	167	stNJS20	38.500	138.150
A0503	2019	243 	Tsushima	TWC	2019T	74.61	4.32	Nagasaki	82	161	stNJS20	38.500	138.150
A0504	2019	243 	Tsushima	TWC	2019T	75.46	5.00	Nagasaki	83	160	stNJS20	38.500	138.150
A0505	2019	243 	Tsushima	TWC	2019T	73.25	4.18	Nagasaki	80	163	stNJS20	38.500	138.150
A0506	2019	243 	Tsushima	TWC	2019T	75.99	5.27	Nagasaki	83	160	stNJS20	38.500	138.150
A0507	2019	243 	Tsushima	TWC	2019T	78.17	5.91	Nagasaki	86	157	stNJS20	38.500	138.150
A0508	2019	243 	Tsushima	TWC	2019T	72.82	4.47	Nagasaki	79	164	stNJS20	38.500	138.150
A0509	2019	243 	Tsushima	TWC	2019T	78.46	6.19	Nagasaki	86	157	stNJS20	38.500	138.150
A0510	2019	243 	Tsushima	TWC	2019T	73.65	4.34	Nagasaki	80	163	stNJS20	38.500	138.150
A0511	2019	243 	Tsushima	TWC	2019T	79.29	5.55	Nagasaki	87	156	stNJS20	38.500	138.150
A0512	2019	243 	Tsushima	TWC	2019T	57.06	2.12	Nagasaki	62	181	stNJS20	38.500	138.150
A0513	2019	243 	Tsushima	TWC	2019T	72.74	4.43	Nagasaki	79	164	stNJS20	38.500	138.150
A0514	2019	243 	Tsushima	TWC	2019T	60.21	2.44	Nagasaki	66	177	stNJS20	38.500	138.150
A0515	2019	243 	Tsushima	TWC	2019T	74.23	4.81	Nagasaki	81	162	stNJS20	38.500	138.150
A0516	2019	243 	Tsushima	TWC	2019T	61.07	2.29	Nagasaki	66	177	stNJS20	38.500	138.150
A0517	2019	243 	Tsushima	TWC	2019T	56.11	1.73	Nagasaki	61	182	stNJS20	38.500	138.150
A0518	2019	244 	Tsushima	TWC	2019T	116.66	16.18	Nagasaki	145	99	MT11	34.666	130.582
A0519	2019	244 	Tsushima	TWC	2019T	117.08	17.06	Nagasaki	146	98	MT11	34.666	130.582
A0520	2019	244 	Tsushima	TWC	2019T	123.84	21.83	Nagasaki	160	84	MT11	34.666	130.582
A0521	2019	244 	Tsushima	TWC	2019T	112.69	15.37	Nagasaki	138	106	MT11	34.666	130.582
A0522	2019	244 	Tsushima	TWC	2019T	105.91	13.43	Nagasaki	126	118	MT11	34.666	130.582
A0523	2019	244 	Tsushima	TWC	2019T	209.56	123.05	Nagasaki	NA	NA	MT11	34.666	130.582
A0524	2019	244 	Tsushima	TWC	2019T	205.48	104.93	Nagasaki	NA	NA	MT11	34.666	130.582
A0525	2019	244 	Tsushima	TWC	2019T	206.79	123.11	Nagasaki	NA	NA	MT11	34.666	130.582
